0.5092; 0.3824; 0.4729;
0.5321; 0.6063; 0.5953;
0.0059; 0.7079; -0.0357;
0.6230; 0.8632; 0.9252;
0.7473; 0.4969; 0.9178;
0.7853; 0.5528; 1.0366;
0.9557; 0.6308; 1.4839;
0.3742; 0.1316; 0.2136;
0.9517; 0.6120; 1.4409;
0.3298; 0.0559; 0.1411;
0.1316; 0.8470; 0.1652;
0.5969; 0.7216; 0.8223;
0.0147; 0.1265; 0.0229;
0.6171; 0.2176; 0.4717;
0.1689; 0.6241; 0.1180;
0.3194; 0.3676; 0.2355;
0.8024; 0.8069; 1.2938;
0.6111; 0.7982; 0.9012;
0.1448; 0.6302; 0.1025;
0.2537; 0.1365; 0.1345;
0.0662; 0.4278; 0.0400;
0.3023; 0.5480; 0.2296;
0.3113; 0.1106; 0.1622;
0.1347; 0.2842; 0.0852;
0.8952; 0.7896; 1.5326;
0.6152; 0.3611; 0.6363;
0.2285; 0.8636; 0.2225;
0.2495; 0.5424; 0.2461;
0.0538; 0.0814; 0.0097;
0.4268; 0.0947; 0.1984;
0.8915; 0.2328; 0.9670;
0.1251; 0.9316; 0.0902;
0.0471; 0.0587; -0.0114;
0.9147; 0.3986; 1.1945;
0.9461; 0.8372; 1.6907;
0.8421; 0.6935; 1.2828;
0.2592; 0.0043; 0.0708;
0.9548; 0.3987; 1.2664;
0.5855; 0.2551; 0.5106;
0.9453; 0.4355; 1.3442;
0.0072; 0.9409; 0.0170;
0.7861; 0.5767; 1.0356;
0.2223; 0.3830; 0.0850;
0.4179; 0.0822; 0.2250;
0.8551; 0.0648; 0.8177;
0.6620; 0.6915; 0.9264;
0.5301; 0.6856; 0.6088;
0.6895; 0.7279; 1.0050;
0.0311; 0.8687; 0.0424;
0.7065; 0.0854; 0.5648;
0.9479; 0.0588; 0.9317;
0.1452; 0.9818; 0.1756;
0.2922; 0.9225; 0.3417;
0.6945; 0.2186; 0.5998;
0.2405; 0.5214; 0.2235;
0.1064; 0.9026; 0.1015;
0.0801; 0.7821; 0.0362;
0.9744; 0.7758; 1.7424;
0.2106; 0.4566; 0.0909;
0.7506; 0.1140; 0.6395;
0.3111; 0.9926; 0.3595;
0.2521; 0.1893; 0.0860;
0.1535; 0.6203; 0.1573;
0.9391; 0.1956; 1.0935;
0.6455; 0.6567; 0.8816;
0.4554; 0.9213; 0.6434;
0.1508; 0.6363; 0.1256;
0.4220; 0.9430; 0.5801;
0.5786; 0.5364; 0.6206;
0.3969; 0.3503; 0.2503;
0.7952; 0.1965; 0.7457;
0.3894; 0.5907; 0.3388;
0.1977; 0.1559; 0.0843;
0.4543; 0.6043; 0.5007;
0.4413; 0.6844; 0.4864;
0.8357; 0.5922; 1.1632;
0.9494; 0.8760; 1.7223;
0.9874; 0.1853; 1.1976;
0.5744; 0.4420; 0.5966;
0.7085; 0.0496; 0.5157;
0.2602; 0.4076; 0.2133;
0.7102; 0.7284; 1.0613;
0.3936; 0.3974; 0.3517;
0.3086; 0.3881; 0.2220;
0.3535; 0.7337; 0.4089;
0.7364; 0.7394; 1.0506;
0.2002; 0.2726; 0.1127;
0.9111; 0.3678; 1.1670;
0.1094; 0.9074; 0.0815;
0.5179; 0.6548; 0.6013;
0.6876; 0.0904; 0.4930;
0.0758; 0.0278; -0.0066;
0.3072; 0.6973; 0.2729;
0.3948; 0.0678; 0.2003;
0.7249; 0.1987; 0.6889;
0.6157; 0.6549; 0.7867;
0.0983; 0.5453; 0.0182;
0.9745; 0.4640; 1.4489;
0.7278; 0.5309; 0.9342;
0.6928; 0.3721; 0.7266;
0.0500; 0.8098; 0.0099;
0.0608; 0.3105; 0.0510;
0.2125; 0.3219; 0.1120;
0.0092; 0.4398; 0.0049;
0.6059; 0.7585; 0.8169;
0.3498; 0.8426; 0.4613;
0.6233; 0.9973; 0.9654;
0.5628; 0.8635; 0.7915;
0.3064; 0.2842; 0.1336;
0.6125; 0.3912; 0.5667;
0.0310; 0.4557; 0.0509;
0.9367; 0.4019; 1.2767;
0.6116; 0.8083; 0.9059;
0.5826; 0.5950; 0.6439;
0.7932; 0.4622; 1.0047;
0.5894; 0.5692; 0.7145;
0.6727; 0.3436; 0.6347;
0.2673; 0.3416; 0.1360;
0.7710; 0.3717; 0.9180;
0.1169; 0.7256; 0.1113;
0.8939; 0.1830; 0.9662;
0.9020; 0.7801; 1.5637;
0.1974; 0.9015; 0.2466;
0.9534; 0.8488; 1.7572;
0.6287; 0.1855; 0.5235;
0.2650; 0.2506; 0.1599;
0.7881; 0.1709; 0.7772;
0.4809; 0.0815; 0.3011;
0.8553; 0.1246; 0.8189;
0.5733; 0.4730; 0.6260;
0.1919; 0.7278; 0.2259;
0.0154; 0.6476; 0.0293;
0.1741; 0.0721; 0.0204;
0.6766; 0.8389; 1.0311;
0.3712; 0.7795; 0.4004;
0.6382; 0.2317; 0.5256;
0.9710; 0.2817; 1.1687;
0.7692; 0.1518; 0.6631;
0.0092; 0.3486; 0.0177;
0.3432; 0.4146; 0.2517;
0.0907; 0.5452; 0.0776;
0.3380; 0.6575; 0.3741;
0.5355; 0.5700; 0.5473;
0.4658; 0.2600; 0.3307;
0.8633; 0.4866; 1.1241;
0.5658; 0.7094; 0.7493;
0.8642; 0.8505; 1.4612;
0.8643; 0.6449; 1.3292;
0.8286; 0.7656; 1.3582;
0.9083; 0.9125; 1.6560;
0.4402; 0.1076; 0.2265;
0.8230; 0.4277; 0.9964;
0.0009; 0.6574; 0.0279;
0.0637; 0.0898; -0.0017;
0.6839; 0.8076; 0.9854;
0.1429; 0.0485; 0.0119;
0.0186; 0.9784; 0.0333;
0.0536; 0.9141; 0.0657;
0.4317; 0.0211; 0.1697;
0.3919; 0.6540; 0.4381;
0.0228; 0.8260; -0.0168;
0.6342; 0.5504; 0.7997;
0.4634; 0.2148; 0.2943;
0.7821; 0.3425; 0.8777;
0.6080; 0.1025; 0.4804;
0.7558; 0.1509; 0.6809;
0.7116; 0.9987; 1.2446;
0.6416; 0.6212; 0.8549;
0.6881; 0.2898; 0.6797;
0.2904; 0.5482; 0.2647;
0.2464; 0.5467; 0.1947;
0.9520; 0.6698; 1.5705;
0.6234; 0.4457; 0.6963;
0.7455; 0.9889; 1.2635;
0.6295; 0.9098; 0.9780;
0.9184; 0.5055; 1.3066;
0.4497; 0.8893; 0.6462;
0.1829; 0.2520; 0.0498;
0.7305; 0.9411; 1.2335;
0.0414; 0.6413; -0.0183;
0.5563; 0.5445; 0.6070;
0.0614; 0.9960; 0.0277;
0.6009; 0.0504; 0.3586;
0.6602; 0.3324; 0.6370;
0.6536; 0.4105; 0.6882;
0.2216; 0.6785; 0.1661;
0.4975; 0.5076; 0.5304;
0.4351; 0.0045; 0.1752;
0.3759; 0.1286; 0.2223;
0.7333; 0.8911; 1.2055;
0.6506; 0.5145; 0.7813;
0.7372; 0.9571; 1.2455;
0.3633; 0.1122; 0.2132;
0.8212; 0.4548; 1.0087;
